Wall time,Step,Value
1763097792.916455,94,1.0
1763097855.967526,10179,0.534246563911438
1763097886.479402,20291,0.4852941036224365
1763097917.6856372,30333,0.5714285969734192
1763097949.1939032,40521,0.5199999809265137
1763098013.155034,50556,0.5657894611358643
1763098047.3877919,60612,0.6436781883239746
1763098081.60672,70619,0.6551724076271057
1763098114.171211,80806,0.5199999809265137
1763098147.106285,90959,0.5454545617103577
1763098213.541672,100982,0.5243902206420898
1763098244.967656,111092,0.4225352108478546
1763098278.250438,121123,0.4533333480358124
1763098311.899159,131144,0.4683544337749481
1763098346.9159539,141308,0.46987950801849365
1763098415.644476,151436,0.4383561611175537
1763098448.4581919,161445,0.4810126721858978
1763098484.4786508,171620,0.46987950801849365
1763098521.384653,181802,0.5
1763098558.9106078,191921,0.4025973975658417
1763098633.325851,201970,0.5274725556373596
1763098669.474019,211979,0.39726027846336365
1763098706.731522,221991,0.4691357910633087
1763098740.176773,232012,0.4000000059604645
1763098778.661742,242209,0.4749999940395355
1763098855.566984,252216,0.4675324559211731
1763098894.5908039,262280,0.5
1763098930.26073,272454,0.4430379867553711
1763098969.821022,282545,0.4197530746459961
1763099008.9146738,292566,0.3918918967247009
1763099090.002024,302593,0.4588235318660736
1763099126.754532,312757,0.4556961953639984
1763099168.039535,322791,0.4819277226924896
1763099208.642038,332795,0.39436620473861694
1763099250.75675,342934,0.4177215099334717
1763099332.2079182,353051,0.3283582031726837
1763099373.840755,363172,0.28787878155708313
1763099417.316913,373364,0.37662336230278015
1763099460.942425,383434,0.4683544337749481
1763099506.175113,393575,0.5154638886451721
1763099589.006698,403758,0.43209877610206604
1763099633.959191,413844,0.45679011940956116
1763099678.7958112,424022,0.27941176295280457
1763099718.0532749,434166,0.3661971688270569
1763099763.246179,444205,0.4675324559211731
1763099853.878935,454216,0.36231884360313416
1763099894.454863,464354,0.48750001192092896
1763099941.911621,474528,0.3866666555404663
1763099988.842676,484572,0.3611111044883728
1763100036.169008,494607,0.3188405930995941
1763100124.517744,504749,0.27142858505249023
1763100173.8158941,514883,0.44155845046043396
1763100222.958741,524996,0.40506330132484436
1763100264.434478,535115,0.2985074520111084
1763100314.1981251,545250,0.41333332657814026
1763100417.8441868,555293,0.5432098507881165
1763100468.1237812,565429,0.3030303120613098
1763100511.497785,575459,0.4000000059604645
1763100563.129008,585621,0.4545454680919647
1763100615.444493,595787,0.4625000059604645
1763100723.220895,605903,0.37837839126586914
1763100766.945314,615915,0.3235294222831726
1763100820.1688309,625993,0.3896103799343109
1763100872.998301,636032,0.3188405930995941
1763100926.385138,646161,0.3333333432674408
1763101038.54636,656233,0.3661971688270569
1763101083.4061399,666235,0.3571428656578064
1763101137.842651,676286,0.26153847575187683
1763101193.747932,686368,0.4625000059604645
1763101239.9923398,696400,0.4189189076423645
1763101355.382005,706460,0.4683544337749481
1763101412.072254,716593,0.3802816867828369
1763101468.931463,726669,0.3611111044883728
1763101527.71451,736859,0.4767441749572754
1763101575.409269,746882,0.3733333349227905
1763101696.029655,756942,0.31343284249305725
1763101755.719306,767128,0.4430379867553711
1763101815.172249,777253,0.3636363744735718
1763101875.249622,787302,0.4749999940395355
1763101924.020898,797369,0.37142857909202576
1763102049.874073,807547,0.43421053886413574
1763102110.859784,817552,0.4743589758872986
1763102171.996629,827554,0.35211268067359924
1763102234.07099,837658,0.4177215099334717
1763102284.81716,847815,0.37837839126586914
1763102410.251977,857931,0.4457831382751465
1763102474.366163,867979,0.4625000059604645
1763102537.158765,878005,0.3030303120613098
1763102589.519104,888116,0.4375
1763102653.342695,898249,0.3239436745643616
1763102785.015063,908255,0.34285715222358704
1763102850.96509,918454,0.42105263471603394
1763102903.9532428,928524,0.44999998807907104
1763102969.294894,938524,0.3835616409778595
1763103035.27885,948548,0.3661971688270569
1763103156.840991,958598,0.3333333432674408
1763103224.021662,968726,0.3285714387893677
1763103291.576581,978748,0.4189189076423645
1763103359.4413052,988945,0.3285714387893677
1763103414.596603,999040,0.4457831382751465
1763103556.082044,1009067,0.44155845046043396
1763103626.057188,1019157,0.39743590354919434
1763103695.1922371,1029181,0.25
1763103764.881155,1039191,0.34246575832366943
1763103820.4574668,1049279,0.30000001192092896
1763103963.5668302,1059467,0.2957746386528015
1763104035.248307,1069568,0.30434781312942505
1763104093.3001988,1079702,0.45121949911117554
1763104166.2036119,1089860,0.4177215099334717
1763104239.3440378,1099956,0.395061731338501
1763104387.694755,1110041,0.41558441519737244
1763104446.183717,1120162,0.28787878155708313
1763104520.6422431,1130243,0.3684210479259491
1763104594.570774,1140317,0.3382352888584137
1763104668.4378922,1150344,0.37142857909202576
1763104803.111439,1160380,0.4444444477558136
1763104878.423336,1170381,0.39743590354919434
1763104954.819537,1180423,0.4303797483444214
1763105015.0559309,1190447,0.4285714328289032
1763105091.471241,1200534,0.3378378450870514
1763105244.4296389,1210640,0.3287671208381653
1763105304.607388,1220653,0.34285715222358704
1763105383.2410638,1230784,0.39759036898612976
1763105461.9292521,1240941,0.3561643958091736
1763105541.898201,1251131,0.4124999940395355
1763105683.609568,1261176,0.37662336230278015
1763105763.125561,1271286,0.39726027846336365
1763105843.960293,1281310,0.4025973975658417
1763105906.2755241,1291311,0.4054054021835327
1763105987.0676942,1301506,0.3333333432674408
1763106153.1602821,1311676,0.4642857015132904
1763106235.2312331,1321729,0.4642857015132904
1763106317.4994261,1331901,0.3243243098258972
1763106381.608135,1341913,0.41333332657814026
1763106465.066903,1352053,0.42352941632270813
1763106631.25675,1362244,0.4457831382751465
1763106695.635226,1372247,0.28787878155708313
1763106780.646127,1382327,0.37804877758026123
1763106865.3523278,1392454,0.46052631735801697
1763107024.170032,1402610,0.44186046719551086
1763107103.7804952,1412693,0.41025641560554504
1763107190.4154072,1422755,0.3815789520740509
1763107277.765988,1432936,0.37662336230278015
1763107365.319545,1443132,0.42307692766189575
1763107521.349118,1453301,0.40243902802467346
1763107609.905889,1463345,0.4712643623352051
1763107698.157929,1473515,0.30136987566947937
1763107786.2249768,1483623,0.3552631437778473
1763107854.0743098,1493817,0.26865673065185547
1763108033.713121,1503826,0.4675324559211731
1763108125.063085,1513877,0.47311827540397644
1763108215.6767879,1523967,0.3947368562221527
1763108285.1211672,1534052,0.41558441519737244
1763108375.466144,1544104,0.37837839126586914
1763108545.6374872,1554172,0.31506848335266113
1763108628.772319,1564317,0.3589743673801422
1763108721.777141,1574323,0.4404761791229248
1763108814.201503,1584361,0.3896103799343109
1763108907.600497,1594513,0.37974682450294495
1763109072.5882711,1604667,0.4177215099334717
1763109166.639093,1614765,0.350649356842041
1763109260.714199,1624772,0.350649356842041
1763109333.68665,1634886,0.48235294222831726
1763109428.66925,1644888,0.4197530746459961
1763109593.2796538,1654991,0.42307692766189575
1763109691.256707,1665152,0.5699999928474426
1763109788.8794398,1675178,0.4886363744735718
1763109885.841066,1685204,0.40506330132484436
1763109983.000663,1695318,0.3947368562221527
1763110156.8833768,1705343,0.39024388790130615
1763110255.089798,1715429,0.4124999940395355
1763110355.191905,1725501,0.42222222685813904
1763110454.193197,1735541,0.37804877758026123
1763110555.282115,1745658,0.49484536051750183
1763110727.753568,1755713,0.42168673872947693
1763110828.345679,1765719,0.4457831382751465
1763110906.0868459,1775871,0.46666666865348816
1763111007.824121,1786063,0.395061731338501
1763111108.818339,1796181,0.3827160596847534
1763111285.594553,1806372,0.4137931168079376
1763111388.295403,1816544,0.48235294222831726
1763111491.146513,1826743,0.4124999940395355
1763111595.5984151,1836766,0.48351648449897766
1763111699.7764091,1846863,0.4606741666793823
1763111881.608994,1856877,0.4146341383457184
1763111985.215392,1866994,0.3461538553237915
1763112089.591198,1877083,0.4675324559211731
1763112195.637235,1887128,0.40909090638160706
1763112275.105883,1897295,0.3199999928474426
1763112485.4981189,1907333,0.42391303181648254
1763112592.680943,1917442,0.4523809552192688
1763112674.8564758,1927557,0.4747474789619446
1763112781.8437052,1937660,0.36250001192092896
1763112889.397556,1947665,0.4157303273677826
1763113075.080246,1957732,0.2571428716182709
1763113183.610029,1967799,0.4177215099334717
1763113292.7111669,1977916,0.4482758641242981
1763113402.21105,1987994,0.4117647111415863
1763113512.394284,1998127,0.35555556416511536
1763113700.178188,2008224,0.45783132314682007
1763113784.094259,2018230,0.478723406791687
1763113895.19395,2028305,0.44186046719551086
1763114006.2534158,2038352,0.40243902802467346
1763114117.476599,2048355,0.45121949911117554
1763114312.153891,2058519,0.3734939694404602
1763114425.379086,2068598,0.3658536672592163
1763114538.1703072,2078678,0.4047619104385376
1763114622.596664,2088794,0.3580246865749359
1763114736.038811,2098931,0.43209877610206604
1763114961.324797,2108989,0.5
1763115046.6870039,2119109,0.3684210479259491
1763115161.810681,2129295,0.4177215099334717
1763115276.4674969,2139376,0.36000001430511475
1763115362.204889,2149565,0.260869562625885
1763115592.6420128,2159631,0.45348837971687317
1763115709.660992,2169645,0.40229883790016174
1763115813.2213938,2179791,0.4457831382751465
