Wall time,Step,Value
1764733126.342081,100,0.0
1764733139.86966,10113,0.01149425283074379
1764733150.362692,20131,0.037974681705236435
1764733160.7585258,30152,0.012903225608170033
1764733171.0604138,40196,0.013888888992369175
1764733185.309655,50227,0.03496503457427025
1764733196.4710348,60260,0.054794520139694214
1764733207.034073,70268,0.007575757801532745
1764733217.380544,80296,0.05882352963089943
1764733226.777303,90377,0.008064515888690948
1764733240.4560509,100377,0.008620689623057842
1764733249.6093361,110476,0.008403361774981022
1764733258.549936,120522,0.03539822995662689
1764733268.5464058,130523,0.017543859779834747
1764733277.515956,140573,0.0258620698004961
1764733291.4494562,150588,0.025423727929592133
1764733301.331558,160681,0.018018018454313278
1764733310.5645282,170740,0.02678571455180645
1764733320.777647,180833,0.04237288236618042
1764733329.9938638,190893,0.017699114978313446
1764733343.252992,200924,0.02678571455180645
1764733352.216432,211016,0.04545454680919647
1764733361.558336,221097,0.08547008782625198
1764733370.533642,231152,0.03703703731298447
1764733379.975616,241216,0.044247787445783615
1764733394.578398,251231,0.008695651777088642
1764733404.7458408,261301,0.035087719559669495
1764733413.928504,271356,0.0517241396009922
1764733423.842405,281433,0.03539822995662689
1764733433.6163788,291467,0.036036036908626556
1764733447.028852,301472,0.02654867246747017
1764733457.1112409,311539,0.05263157933950424
1764733466.397398,321546,0.07563025504350662
1764733475.281496,331590,0.09243697673082352
1764733484.115676,341653,0.06779661029577255
1764733497.196042,351719,0.017094017937779427
1764733506.6749818,361728,0.06194690242409706
1764733516.998985,371800,0.11016949266195297
1764733527.303683,381896,0.06034482643008232
1764733536.861137,391942,0.11811023950576782
1764733550.97992,401982,0.11382114142179489
1764733560.874827,412052,0.12977099418640137
1764733570.2570848,422102,0.09401709586381912
1764733579.4120152,432176,0.10833333432674408
1764733588.431903,442186,0.09649122506380081
1764733601.344034,452201,0.11206896603107452
1764733611.801037,462291,0.13600000739097595
1764733621.372423,472338,0.06956521421670914
1764733631.9531672,482411,0.1746031790971756
1764733641.221526,492488,0.09836065769195557
1764733655.52248,502493,0.09756097197532654
1764733664.765585,512534,0.18110236525535583
1764733674.285797,522576,0.1599999964237213
1764733683.648874,532578,0.12820513546466827
1764733692.915968,542645,0.13114753365516663
1764733705.924315,552689,0.1599999964237213
1764733716.3504279,562768,0.12800000607967377
1764733726.7920582,572768,0.1953125
1764733737.72658,582786,0.2153846174478531
1764733748.111189,592807,0.25735294818878174
1764733761.054805,602824,0.21875
1764733770.8240588,612842,0.2109375
1764733780.5581272,622892,0.21705426275730133
1764733791.087841,632959,0.30201342701911926
1764733801.546496,642972,0.3076923191547394
1764733815.067232,653030,0.25190839171409607
1764733826.1133409,663061,0.3311688303947449
1764733837.667145,673137,0.3137255012989044
1764733847.93944,683190,0.2620689570903778
1764733859.0097961,693282,0.3333333432674408
1764733873.635884,703312,0.3221476376056671
1764733884.35233,713336,0.3799999952316284
1764733894.448761,723377,0.3400000035762787
1764733905.29725,733449,0.40963855385780334
1764733916.698148,743545,0.3664596378803253
1764733931.652676,753574,0.40625
1764733943.635495,763637,0.386904776096344
1764733954.3778188,773637,0.41874998807907104
1764733966.141925,783646,0.4294871687889099
1764733977.98497,793647,0.4360465109348297
1764733992.6912582,803666,0.47337278723716736
1764734003.7166321,813718,0.38749998807907104
1764734015.5282612,823737,0.46820810437202454
1764734027.9882429,833810,0.44692736864089966
1764734040.3673658,843876,0.4518072307109833
1764734054.164302,853950,0.41566264629364014
1764734066.296354,863957,0.4722222089767456
1764734078.746908,874004,0.4838709533214569
1764734091.269655,884051,0.437158465385437
1764734104.1169689,894119,0.46783626079559326
1764734118.48686,904155,0.5058139562606812
1764734132.243826,914194,0.5950000286102295
1764734145.2261682,924277,0.5136612057685852
1764734157.503493,934336,0.5291005373001099
1764734170.891741,944343,0.552763819694519
1764734184.887962,954369,0.5207100510597229
1764734198.193216,964432,0.610837459564209
1764734211.543723,974451,0.5583756566047668
1764734225.3122828,984479,0.5550000071525574
1764734238.187217,994486,0.5829145908355713
1764734253.508369,1004513,0.5621621608734131
1764734266.901549,1014563,0.6285714507102966
1764734281.9081862,1024641,0.5642201900482178
1764734295.056919,1034644,0.5435897707939148
1764734309.4273999,1044664,0.594059407711029
1764734325.395582,1054678,0.6262136101722717
1764734339.423563,1064679,0.5913461446762085
1764734353.914599,1074724,0.6376811861991882
1764734367.921982,1084726,0.6839622855186462
1764734381.567542,1094782,0.6305418610572815
1764734397.1438432,1104793,0.6411483287811279
1764734411.879329,1114868,0.6913043260574341
1764734426.562176,1124873,0.6545454263687134
1764734441.819026,1134880,0.73617023229599
1764734457.6821592,1144899,0.7136752009391785
1764734475.403928,1154916,0.727642297744751
1764734490.939512,1164920,0.6900826692581177
1764734506.385529,1174922,0.7407407164573669
1764734521.590244,1184930,0.7148760557174683
1764734539.62886,1194957,0.7553191781044006
1764734558.741348,1204999,0.7728937864303589
1764734576.020353,1215014,0.7865168452262878
1764734593.815543,1225033,0.739130437374115
1764734611.905617,1235066,0.7838827967643738
1764734628.3174322,1245076,0.7490196228027344
1764734646.9889169,1255097,0.78515625
1764734664.610643,1265121,0.7777777910232544
1764734681.404611,1275123,0.7605633735656738
1764734699.5750132,1285137,0.8133803009986877
1764734717.218612,1295174,0.7719298005104065
1764734735.3560672,1305253,0.7644787430763245
1764734753.304235,1315278,0.7881041169166565
1764734772.6999419,1325281,0.7746478915214539
1764734789.581169,1335287,0.800000011920929
1764734807.823725,1345335,0.7902097702026367
1764734827.961789,1355338,0.800000011920929
1764734844.795327,1365356,0.7582417726516724
1764734862.1651,1375392,0.8014981150627136
1764734878.9082398,1385436,0.7977527976036072
1764734895.3242931,1395457,0.7451737523078918
1764734915.085928,1405466,0.7769230604171753
1764734932.417134,1415503,0.7876448035240173
1764734950.177737,1425547,0.7862318754196167
1764734967.291747,1435552,0.7559055089950562
1764734983.509708,1445559,0.8070865869522095
1764735002.253501,1455563,0.773809552192688
1764735019.401782,1465580,0.7677165269851685
1764735036.57666,1475616,0.7732341885566711
1764735054.0476649,1485687,0.8241758346557617
1764735070.707941,1495707,0.7918367385864258
