Wall time,Step,Value
1760155692.2005708,25,1.0
1760155734.594005,10070,0.6551724076271057
1760155794.0750778,20072,0.7513513565063477
1760155847.640387,30160,0.695652186870575
1760155923.61825,40196,0.8781512379646301
1760156038.605859,50205,0.8693877458572388
1760156124.4823208,60224,0.8741007447242737
1760156248.998106,70231,0.9046242833137512
1760156381.062319,80238,0.9063290953636169
1760156518.966161,90258,0.8987341523170471
1760156694.911989,100272,0.8926940560340881
1760156852.915843,110282,0.861575186252594
1760157011.825953,120287,0.8391088843345642
1760157183.049464,130296,0.8561320900917053
1760157364.581035,140296,0.8833693265914917
1760157591.345759,150310,0.8568181991577148
1760157789.584484,160400,0.8770492076873779
1760158001.9392252,170494,0.8744939565658569
1760158210.300931,180504,0.8637362718582153
1760158458.856361,190520,0.8744939565658569
1760158745.4456651,200520,0.8920454382896423
1760159004.6420522,210524,0.8824626803398132
1760159256.321494,220548,0.8764940500259399
1760159515.444018,230558,0.8770949840545654
1760159780.5171468,240574,0.8878327012062073
1760160116.655537,250664,0.8560000061988831
1760160369.335453,260665,0.8055555820465088
1760160628.244941,270674,0.8541666865348816
1760160918.1313322,280765,0.8520084619522095
1760161216.6446972,290781,0.8574144244194031
1760161520.4088588,300789,0.8014184236526489
1760161828.507023,310799,0.8397566080093384
1760162090.430825,320808,0.7922374606132507
1760162407.818478,330812,0.800000011920929
1760162736.095403,340906,0.8070539236068726
1760163072.639719,350914,0.7426636815071106
1760163410.4777029,360924,0.7753304243087769
1760163697.192677,371013,0.7785547971725464
1760164052.309557,381014,0.7941787838935852
1760164346.68379,391099,0.7648401856422424
1760164717.265707,401106,0.754023015499115
1760165089.232233,411119,0.758099377155304
1760165404.0657122,421122,0.7268623113632202
1760165759.136814,431149,0.7172897458076477
1760166078.198824,441169,0.7111650705337524
1760166481.4288251,451195,0.6982378959655762
1760166887.546505,461270,0.6961451172828674
1760167224.7626188,471337,0.7013888955116272
1760167615.03751,481352,0.7174392938613892
1760167997.811528,491363,0.7277108430862427
1760168421.400785,501373,0.6575963497161865
1760168776.143425,511441,0.6778042912483215
1760169177.910027,521443,0.6904231905937195
1760169537.474245,531493,0.6174863576889038
1760169875.254313,541549,0.6294536590576172
1760170336.423268,551567,0.6134020686149597
1760170719.871799,561583,0.5975610017776489
1760171073.4680269,571618,0.5710227489471436
1760171466.575568,581695,0.5660848021507263
1760171866.429881,591706,0.5845771431922913
1760172368.905919,601781,0.5541561841964722
1760172779.8525498,611794,0.5306666493415833
1760173113.656009,621806,0.5089285969734192
1760173490.284344,631828,0.5357142686843872
1760173873.635873,641878,0.47181010246276855
1760174404.498601,651913,0.532608687877655
1760174746.877248,661977,0.46875
1760175148.5279412,671993,0.4613003134727478
1760175495.69951,681998,0.46815288066864014
1760175855.389157,692006,0.4318936765193939
1760176368.991034,702029,0.44012945890426636
1760176729.56718,712071,0.5014925599098206
1760177156.966519,722140,0.4371069073677063
1760177524.79367,732153,0.4422442317008972
1760177904.087272,742180,0.40133780241012573
1760178447.466728,752204,0.4156250059604645
1760178883.147409,762204,0.4524495601654053
1760179277.2666922,772210,0.3986486494541168
1760179666.1435242,782227,0.42384105920791626
1760180124.5744362,792252,0.4285714328289032
1760180643.3185909,802264,0.37577641010284424
1760181045.113127,812290,0.3762376308441162
1760181517.824346,822299,0.4321766495704651
1760181928.885865,832319,0.4294670820236206
1760182408.847351,842319,0.34228187799453735
1760182956.6268108,852336,0.3356401324272156
1760183330.431293,862346,0.37620580196380615
1760183759.924843,872347,0.3623693287372589
1760184261.264928,882374,0.3709677457809448
1760184695.745829,892386,0.3256579041481018
1760185270.57852,902472,0.3432343304157257
1760185728.1058161,912485,0.3356401324272156
1760186185.684691,922506,0.29801324009895325
