Wall time,Step,Value
1758772412.536437,4,1.0
1758772444.1484668,10006,0.9915433526039124
1758772475.0049129,20066,0.9838709831237793
1758772510.180651,30071,0.9939271211624146
1758772544.084735,40106,0.9815950989723206
1758772587.686336,50106,0.9923954606056213
1758772634.154597,60108,0.9946619272232056
1758772683.9019141,70109,0.9984076619148254
1758772740.342962,80112,0.9973753094673157
1758772801.3967192,90112,1.0
1758772878.22993,100120,1.0
1758772948.961664,110128,1.0
1758773019.6233191,120141,1.0
1758773105.915485,130145,1.0
1758773183.332195,140153,1.0
1758773261.715508,150157,1.0
1758773344.490633,160161,0.9993502497673035
1758773428.207562,170166,0.9993804097175598
1758773518.8832371,180170,0.9968886375427246
1758773640.589857,190170,0.9982935190200806
1758773759.4542952,200175,0.9921104311943054
1758773863.256798,210212,0.990959644317627
1758773964.393019,220213,0.9898437261581421
1758774100.126868,230291,0.9831791520118713
1758774213.618479,240292,0.9726672768592834
1758774360.036247,250293,0.9839714765548706
1758774514.520601,260299,0.9817351698875427
1758774638.6905768,270389,0.9718309640884399
1758774799.1082182,280412,0.9661017060279846
1758774927.873021,290412,0.9547803401947021
1758775063.419734,300418,0.9469240307807922
1758775199.073952,310475,0.949938952922821
1758775335.455552,320555,0.9452054500579834
1758775516.133284,330617,0.947437584400177
1758775616.541075,340622,0.9295558929443359
1758775804.983344,350651,0.9290030002593994
1758775954.9081442,360661,0.9341736435890198
1758776107.135123,370662,0.9504685401916504
1758776219.12358,380678,0.9154704809188843
1758776382.1613572,390753,0.92514967918396
1758776596.039834,400757,0.9419263601303101
1758776762.2306051,410762,0.9332343935966492
1758776882.882284,420769,0.9138211607933044
1758777053.369626,430787,0.9057239294052124
1758777227.7095392,440790,0.8922800421714783
1758777403.7346659,450790,0.8903345465660095
1758777535.8015308,460797,0.9077181220054626
1758777719.093379,470857,0.9168000221252441
1758777855.12514,480860,0.8716356158256531
1758778050.8729181,490873,0.9048473834991455
1758778259.597465,500877,0.900343656539917
1758778471.638496,510882,0.9056603908538818
1758778680.177047,520921,0.9065743684768677
1758778822.32271,531016,0.8690987229347229
1758778965.631637,541094,0.8592132329940796
1758779190.061759,551098,0.8816794157028198
1758779341.677854,561099,0.865234375
1758779520.6121442,571139,0.8530701994895935
1758779700.593377,581141,0.8693877458572388
1758779855.058625,591218,0.8504464030265808
1758780095.1855621,601295,0.8771929740905762
1758780336.467788,611306,0.8608695864677429
1758780512.799947,621307,0.8315334916114807
1758780685.0953002,631364,0.8410138487815857
1758780932.008723,641369,0.8239609003067017
1758781103.063123,651396,0.8281623125076294
1758781273.5131352,661432,0.8243902325630188
1758781533.5401118,671507,0.826603353023529
1758781648.0136251,681520,0.8186398148536682
1758781842.105543,691523,0.7758620977401733
1758782098.8958132,701539,0.8071979284286499
1758782279.2450829,711631,0.8317757248878479
1758782463.931563,721722,0.8186274766921997
1758788094.33201,731724,0.832524299621582
1758794209.682548,741731,0.8048128485679626
1758823799.891114,751792,0.7843665480613708
1758850366.998733,761844,0.7983651161193848
1758850587.016036,771874,0.803108811378479
1758850888.783537,781889,0.7739361524581909
1758851110.877455,791895,0.7919999957084656
1758851338.350729,801895,0.7333333492279053
1758851561.783929,811917,0.7821229100227356
